a	/ɑ/
operationell	/opəʀɑtjonæl/
operatioun	/opəʀatsjəʊn/
operatiounen	/opəʀatsjəʊnən/
operatiounssall	/opəʀatsjəʊnsɑl/
operatiounssäll	/opəʀatsjəʊnsæl/
operativ	/opəʀɑtiːf/
operéieren	/opəʀɜɪəʀən/
operéiert	/opəʀɜɪɐt/
operett	/oːpəʀæt/
operetten	/oːpəʀætən/
operette	/oːpəʀæt/
operstehung	/oːpɐʃtehuŋ/
operstéiung	/oːpɐʃtɜɪuŋ/
operstoen	/oːpɐʃtoːən/
operstanen	/oːpɐʃtaːnən/
opfaart	/opfaːʀt/
opfaarten	/opfaːʀtən/
opfaassen	/opfaːsən/
opgefaasst	/opgəfaːst/
opfaassung	/opfaːsuŋ/
opfaassungen	/opfaːsuŋən/
opfahrt	/opfaːʀt/
opfahrten	/opfaːʀtən/
opfalen	/opfaːlən/
opgefall	/opgəfɑl/
opfälleg	/opfæləɕ/
opfänken	/opfæŋkən/
opgefaangen	/opgəfaːŋən/
opféieren	/opfɜɪəʀən/
opgeféiert	/opgəfɜɪɐt/
opféierung	/opfɜɪəʀuŋ/
opféierungen	/opfɜɪəʀuŋən/
opfëllen	/opfələn/
opgefëllt	/opgəfəlt/
opfer	/opfɐ/
opferen	/opfəʀən/
geopfert	/ʒeːopfɐt/
opferung	/opfəʀuŋ/
opfléien	/opflɜɪən/
opgeflunn	/opgəflun/
opfrëschen	/opfʀəʃən/
opgefrëscht	/opgəfʀəʃt/
opfroen	/opfʀoːən/
opgefrot	/opgəfʀoːt/
opfuerderen	/opfuːɐdəʀən/
opgefuerdert	/opgəfuːɐdɐt/
opfuerderung	/opfuːɐdəʀuŋ/
opfuerderungen	/opfuːɐdəʀuŋən/
opfueren	/opfuːɐʀən/
opgefuer	/opgəfuːɐ/
opgehuewen	/opgəhuəvən/
opgeluecht	/opgəluəɕt/
opgeschloss	/opgəʃlos/
opginn	/opgin/
opglidderen	/opglidəʀən/
opgegliddert	/opgəglidɐt/
opgoen	/opgoːən/
opgaangen	/opgaːŋən/
opgräifen	/opgʀæːɪfən/
opgegraff	/opgəgʀɑf/
opgrond	/opgʀont/
ophalen	/ophaːlən/
opgehalen	/opgəhaːlən/
ophänken	/ophæŋkən/
opgehaangen	/opgəhaːŋən/
ophéieren	/ophɜɪəʀən/
opgehéiert	/opgəhɜɪɐt/
ophëllefen	/ophələfən/
opgehollef	/opgəholəf/
ophetzen	/ophætsən/
opgehetzt	/opgəhætst/
ophëtzen	/ophətsən/
opgehëtzt	/opgəhətst/
ophiewen	/ophiəvən/
ophuelen	/ophuələn/
opgeholl	/opgəhol/
ophunn	/ophun/
opgehat	/opgəhaːt/
opium	/opium/
opjoen	/opjoːən/
opgejot	/opgəjoːt/
opkachen	/opkɑχən/
opgekacht	/opgəkɑχt/
opkafen	/opkaːfən/
opkaaft	/opkaːft/
opkämmen	/opkæmən/
opgekämmt	/opgəkæmt/
opkappen	/opkɑpən/
opgekappt	/opgəkɑpt/
opkéipen	/opkɜɪpən/
opgekéipt	/opgəkɜɪpt/
opklappen	/opklɑpən/
opgeklappt	/opgəklɑpt/
opklären	/opklɛːʀən/
opgekläert	/opgəklɛːɐt/
opklärung	/opklɛːʀuŋ/
opklärungen	/opklɛːʀuŋən/
opkliewen	/opkliəvən/
opgeklieft	/opgəkliəft/
opknäppen	/opknæpən/
opgeknäppt	/opgəknæpt/
opkommen	/opkomən/
opkomm	/opkom/
opkräizen	/opkʀæːɪtsən/
opgekräizt	/opgəkʀæːɪtst/
opkrazen	/opkʀaːtsən/
opgekraazt	/opgəkʀaːtst/
opkréien	/opkʀɜɪən/
opkritt	/opkʀit/
opkucken	/opkukən/
opgekuckt	/opgəkukt/
oplackeren	/oplɑkəʀən/
opgelackert	/opgəlɑkɐt/
oplafen	/oplaːfən/
opgelaf	/opgəlaːf/
oplag	/oplaːχ/
oplagen	/oplaːʒən/
oplaueren	/oplɑʊəʀən/
opgelauert	/opgəlɑʊɐt/
oplecken	/oplækən/
opgeleckt	/opgəlækt/
opleeën	/opleːən/
opleien	/oplɑɪən/
opgeleeën	/opgəleːən/
opléisen	/oplɜɪzən/
opgeléist	/opgəlɜɪst/
opléisung	/oplɜɪzuŋ/
opléisungen	/oplɜɪzuŋən/
oplëschten	/opləʃtən/
opgelëscht	/opgələʃt/
opliewen	/opliəvən/
opgelieft	/opgəliəft/
oplo	/oploː/
oploen	/oploːən/
oploossen	/oploːsən/
opgelooss	/opgəloːs/
oplueden	/opluədən/
opgelueden	/opgəluədən/
opmaachen	/opmaːχən/
opgemaach	/opgəmaːχ/
opmaachung	/opmaːχuŋ/
opmaachungen	/opmaːχuŋən/
opmierksam	/opmiːɐksaːm/
opmierksamkeet	/opmiːɐksaːmkeːt/
opmierksamkeeten	/opmiːɐksaːmkeːtən/
opmiessen	/opmiəsən/
opgemiess	/opgəmiəs/
opmonteren	/opmontəʀən/
opgemontert	/opgemontɐt/
opmonterung	/opmontəʀuŋ/
opmonterungen	/opmontɐuŋən/
opmoossen	/opmoːsən/
opgemooss	/opgəmoːs/
opnahm	/opnaːm/
opnahmen	/opnaːmən/
opnam	/opnaːm/
opnamen	/opnaːmən/
opnamexamen	/opnaːmægzaːmən/
opootmen	/opoːtmən/
opgeotemt	/opgəoːtəmt/
oppäppelen	/oppæpələn/
opgepäppelt	/opgəpæpəlt/
oppassen	/oppɑsən/
opgepasst	/opgəpɑst/
oppechen	/opəɕən/
opgepecht	/opgəpæɕt/
oppen	/opən/
oppicken	/oppikən/
opgepickt	/opgəpikt/
oppompelen	/opompələn/
opgepompelt	/opgəpompəlt/
opponent	/oponænt/
opponenten	/oponæntən/
opportun	/oppɔʀtun/
opportunist	/oppɔʀtuːnist/
opportunisten	/oppɔʀtuːnistən/
opportunistesch	/oppɔʀtuːnistəʃ/
opportunistin	/oppɔʀtuːnistin/
opportunistinnen	/oppɔʀtuːnistinən/
oppositioun	/opozitsjəʊn/
oppositiounen	/opozitsjəʊnən/
oppositiounspartei	/opozitsjəʊnspɑʀtɑɪ/
oppositiounsparteien	/opozitsjəʊnspɑʀtɑɪən/
opputschen	/opputʃən/
opgeputscht	/opgəputʃt/
opputschmëttel	/opputʃmətəl/
oprafen	/opʀaːfən/
opgeraf	/opgəʀaːf/
opräissen	/opʀæːɪsən/
opgerass	/opgəʀɑs/
oprappen	/opʀɑpən/
opgerappt	/opgəʀɑpt/
opraumen	/opʀɑʊmən/
opgeraumt	/opgəʀæːʊmt/
opreegen	/opʀeːʑən/
opgereegt	/opgəʀeːɕt/
opreegung	/opʀeːʑuŋ/
opreegungen	/opʀeːʑuŋən/
opregen	/opʀəʑən/
opgeregt	/opgəʀəɕt/
opregung	/opʀəʑuŋ/
opregungen	/opʀəʑuŋən/
opréieren	/opʀɜɪəʀən/
opgeréiert	/opgəʀɜɪɐt/
oprënnen	/opʀənən/
opgerënnt	/opgəʀənt/
oprëselen	/opʀəzələn/
opgerëselt	/opgəʀəzəlt/
opriichten	/opʀiːɕtən/
opgeriicht	/opgəʀiːɕt/
opronnen	/opʀonən/
opgeronnt	/opgəʀont/
oprou	/opʀəʊ/
opruff	/opʀuf/
opruffer	/opʀufɐ/
opruffen	/opʀufən/
opgeruff	/opgəʀuf/
oprullen	/opʀulən/
opgerullt	/opgəʀult/
opsaz	/opzaːts/
opsätz	/opzæts/
opschaffen	/opʃɑfən/
opgeschafft	/opgəʃɑft/
opschëdden	/opʃədən/
opgeschott	/opgəʃot/
opschlag	/opʃlaːχ/
opschléi	/opʃlɜɪ/
opschlitzen	/opʃlitsən/
opgeschlitzt	/opgəʃlitst/
opschloen	/opʃloːən/
opgeschloen	/opgəʃloːən/
opschnapen	/opʃnaːpən/
opgeschnaapt	/opgəʃnaːpt/
opschneiden	/opʃnɑɪdən/
opgeschnidden	/opgəʃnidən/
opschreiwen	/opʃʀɑɪvən/
opgeschriwwen	/opgəʃʀivən/
opschwätzen	/opʃwætsən/
opgeschwat	/opgəʃwaːt/
opschwong	/opʃwoŋ/
opschwonk	/opʃwoŋk/
opsetzen	/opzætsən/
opgesat	/opgəsaːt/
opsoen	/opzoːən/
opgesot	/opgəzot/
opspanen	/opʃpaːnən/
opgespaant	/opgəʃpaːnt/
opspären	/opʃpɛːʀən/
opgespaart	/opgəʃpaːʀt/
opspiissen	/opʃpiːsən/
opgespiisst	/opgəʃpiːst/
opspillen	/opʃpilən/
opgespillt	/opgəʃpilt/
opsplécken	/opʃplekən/
opgespléckt	/opgəʃplekt/
opsprangen	/opʃpʀɑŋən/
opgesprongen	/opgəʃpʀoŋən/
opstand	/opʃtɑnt/
opstänn	/opʃtæn/
opsteigen	/opʃtɑɪʑən/
opgestigen	/opgəʃtiʑən/
opstellen	/opʃtælən/
opgestallt	/opgəʃtɑlt/
opstellung	/opʃtæluŋ/
opstellungen	/opʃtæluŋən/
opstëppelen	/opʃtəpələn/
opgestëppelt	/opgəʃtəpəlt/
opstiechen	/opʃtiəɕən/
opgestach	/opgəʃtɑχ/
opstoen	/opʃtoːən/
opgestanen	/opgəʃtɑnən/
opstoppen	/opʃtopən/
opgestoppt	/opgəʃtopt/
opstoussen	/opʃtəʊsən/
opgestouss	/opgəʃtəʊs/
opstrecken	/opʃtʀækən/
opgestreckt	/opgəʃtʀækt/
optakt	/optɑkt/
optäkt	/optɛːkt/
optauchen	/optæːʊχən/
opgetaucht	/opgətæːʊχt/
optéieren	/optɜɪəʀən/
optéiert	/optɜɪɐt/
optesch	/optəʃ/
optiermen	/optiːɐmən/
opgetiermt	/opgətiːɐmt/
optik	/optik/
optiken	/optikən/
optiker	/optikɐ/
optikerin	/optikəʀin/
optikerinnen	/optikəʀinən/
optimal	/optimaːl/
optiméieren	/optimɜɪəʀən/
optiméiert	/optimɜɪɐt/
optimiséieren	/optimizɜɪəʀən/
optimiséiert	/optimizɜɪɐt/
optimismus	/optimismus/
optimist	/optimist/
optimisten	/optimistən/
optimistesch	/optimistəʃ/
optimistin	/optimistin/
optimistinnen	/optimistinən/
optioun	/optjəʊn/
optiounen	/optjəʊnən/
optrag	/optʀaːχ/
opträg	/optʀæɕ/
optrëppelen	/optʀəpələn/
opgetrëppelt	/opgətʀəpəlt/
optrëtt	/optʀət/
optrëtter	/optʀətɐ/
optrieden	/optʀiədən/
opgetrueden	/opgətʀuədən/
optrompen	/optʀompən/
opgetrompt	/opgətʀompt/
opwäerten	/opvɛːɐtən/
opgewäert	/opgəvɛːɐt/
opwäertung	/opvɛːɐtuŋ/
opwäertungen	/opvɛːɐtuŋən/
opwalen	/opwaːlən/
opgewaalt	/opgəvaːlt/
opwand	/opvɑnt/
opwändeg	/opvændəɕ/
opwänneg	/opvænəɕ/
opwéckelen	/opvekələn/
opgewéckelt	/opgəvekəlt/
opweechen	/opveːɕən/
opgeweecht	/opgəveːɕt/
opweisen	/opvɑɪzən/
opweises	/opvɑɪzəs/
opwendeg	/opwændəɕ/
opwenneg	/opvænəɕ/
opwerfen	/opvɛʀfən/
opgeworf	/opgəvɔʀf/
opwëschen	/opvəʃən/
opgewëscht	/opgəvəʃt/
opwiermen	/opwiːɐmən/
opgewiermt	/opgəviːɐmt/
opwuessen	/opwuəsən/
opgewuess	/opgəvuəs/
opwullen	/opvulən/
opgewullt	/opgəvult/
opzéien	/optsɜɪən/
opgezunn	/opgətsun/
opzeräissen	/optsəʀæːɪsən/
opzerass	/optsəʀɑs/
opzielen	/optsiələn/
opgezielt	/opgətsiəlt/
opzielung	/optsiəluŋ/
opzielungen	/optsiəluŋən/
opzillen	/optsilən/
opgezillt	/opgətsilt/
opzwéngen	/optsweŋən/
opgezwongen	/opgətswoŋən/
oral	/oʀaːl/
orallen	/oʀɑlən/
orange	/oʀɑ̃ːʃ/
orangen	/oʀɑ̃ːʒən/
orangëjus	/oʀɑ̃ːʒəʒyː/
orangëjusen	/oʀɑ̃ːʒəʒyːən/
orbit	/ɔʀbi/
orbiter	/ɔʀbitɐ/
orchester	/oʀʃæstɐ/
orchesteren	/oʀʃæstəʀən/
orchesterstéck	/oʀʃæstɐʃtek/
orchesterstécker	/oʀʃæstɐʃtekɐ/
orchidee	/oʀɕideː/
orchideeën	/oʀɕideːən/
orchideeënzort	/oʀɕideːəntsɔʀt/
orchideeënzorten	/oʀɕideːəntsɔʀtən/
ordinär	/ɔʀdinɛːʀ/
ordonnance	/ɔʀdonɑ̃ːs/
ordonnancen	/ɔʀdonɑ̃ːsən/
ordonnéieren	/ɔʀdonɜɪəʀən/
ordonnéiert	/ɔʀdonɜɪɐt/
organ	/ɔʀgaːn/
organer	/ɔʀgaːnɐ/
organesch	/ɔʀgaːnəʃ/
organigramm	/ɔʀgaːnigʀɑm/
organigrammen	/ɔʀgaːnigʀɑmən/
organisateur	/ɔʀgaːnizatœːʀ/
organisateuren	/ɔʀgaːnizatœːʀən/
organisatioun	/ɔʀgaːnizatsjəʊn/
organisatiounen	/ɔʀgaːnizatsjəʊnən/
organisatoresch	/ɔʀgaːnizatoːʀəʃ/
organisatrice	/ɔʀgaːnizatʀis/
organisatricen	/ɔʀgaːnizatʀisən/
organiséieren	/ɔʀgaːnizɜɪəʀən/
organiséiert	/ɔʀgaːnizɜɪɐt/
organismus	/ɔʀgaːnismus/
organismen	/ɔʀgaːnismən/
organist	/ɔʀgaːnist/
organisten	/ɔʀgaːnistən/
organistin	/ɔʀgaːnistin/
organistinnen	/ɔʀgaːnistinən/
orgasmus	/ɔʀgaːsmus/
orgasmussen	/ɔʀgaːsmusən/
orgie	/oʀʒiː/
orgien	/oʀʒiːən/
orientalesch	/oʀjæntɑləʃ/
orientatioun	/oʀjæntatsjəʊn/
orientatiounen	/oʀjæntatsjəʊnən/
orientéieren	/oʀjæntɜɪəʀən/
orientéiert	/oʀjæntɜɪɐt/
orientéierung	/oʀjæntɜɪəʀuŋ/
orientéierungen	/oʀjæntɜɪəʀuŋən/
original	/oʀiʒinaːl/
originaler	/oʀiʒinaːlɐ/
originalitéit	/oʀiʒinɑlitɜɪt/
originaltext	/oʀiʒinɑltækst/
originaltexter	/oʀiʒinɑltækstɐ/
origine	/oʀiʒin/
originnen	/oʀiʒinən/
originell	/oʀiʒinæl/
orkan	/oʀkaːn/
orkaner	/oʀkaːnɐ/
ornament	/ɔʀnaːmænt/
ornamenter	/ɔʀnaːmæntɐ/
orthodox	/ɔʀtodoks/
orthografesch	/ɔʀtogʀaːfəʃ/
orthografie	/ɔʀtogʀaːfiː/
orthografien	/ɔʀtogʀaːfiːən/
orthographesch	/ɔʀtogʀaːfəʃ/
orthographie	/ɔʀtogʀɑfiː/
orthographien	/ɔʀtogʀɑfiːən/
osper	/ospɐ/
osten	/ostən/
otem	/oːtəm/
ouer	/əʊɐ/
oueren	/əʊəʀən/
ouereschlëffer	/əʊəʀəʃləfɐ/
ouereschmalz	/əʊəʀəʃmɑlts/
ouerestääbchen	/əʊəʀəʃtɛːpɕən/
ouerestäbercher	/əʊəʀəʃtɛːbɐɕɐ/
ouerrank	/əʊɐʀɑŋk/
ouerréng	/əʊɐʀeŋ/
ouerrénk	/əʊɐʀeŋk/
ouljen	/əʊlʒən/
ouni	/əʊniː/
ounst	/əʊnst/
our	/uːʀ/
ouschterblumm	/əʊʃtɐblum/
ouschterblummen	/əʊʃtɐblumən/
ouschterbotz	/əʊʃtɐbots/
ouschterdag	/əʊʃtɐdaːχ/
ouschterdeeg	/əʊʃtɐdeːɕ/
ouschteree	/əʊʃtəʀeː/
ouschtereeër	/əʊʃtəʀeːɐ/
ouschteren	/əʊʃtəʀən/
ouschterhues	/əʊʃtɐhuəs/
ouschterhuesen	/əʊʃtɐhuəzən/
ouschterkäerz	/əʊʃtɐkɛːɐts/
ouschterkäerzen	/əʊʃtɐkɛːɐtsən/
ouschternuecht	/əʊʃtɐnuəɕt/
ouschternuechten	/əʊʃtɐnuəɕtən/
ouschtervakanz	/əʊʃtɐvɑkɑnts/
ouschtervakanzen	/əʊʃtɐvɑkɑntsən/
out	/əʊt/
outen	/əʊtən/
geout	/ʒeːouːt/
outfit	/əʊtfit/
outfitten	/əʊtfitən/
ouverture	/əʊfɐtyːʀ/
ouverturen	/əʊfɐtuːʀən/
ouvertureszäiten	/əʊfɐtuːʀəstsæːɪtən/
oval	/ovaːl/
ovatioun	/ovaːtsjəʊn/
ovatiounen	/ovatsjəʊnən/
overall	/ovæʀɑl/
overallen	/ovæʀɑlən/
owend	/oːvənt/
owenter	/oːvəntɐ/
owendiessen	/oːvəndiəsən/
owes	/oːvəs/
owescours	/oːvəskuːɐ/
owescoursen	/oːvəskuːəʀən/
owesiessen	/oːvəsiəsən/
oweskeess	/oːvəskeːs/
oweskeesen	/oːvəskeːzən/
owesstonnen	/oːvəsʃtonən/
ozean	/otsæaːn/
ozeanen	/otsæaːnən/
ozon	/otsoːn/
p	/p/
paangech	/paːŋəɕ/
paangecher	/paːŋəɕɐ/
paart	/paːʀt/
paarten	/paːʀtən/
pabeier	/pɑbɑɪɐ/
pabeieren	/pɑbɑɪəʀən/
pabeierkrich	/pɑbɑɪɐkʀiɕ/
pabeierkuerf	/pɑbɑɪɐkuəf/
pabeierkierf	/pɑbɑɪɐkiːɐf/
pabeiers	/pɑbɑɪɐs/
pabeiersammlung	/pɑbɑɪɐzɑmluŋ/
pabeiersammlungen	/pɑbɑɪɐzɑmluŋən/
pabeierschnëppel	/pɑbɑɪɐʃnəpəl/
pabeierschnëppelen	/pɑbɑɪɐʃnəpələn/
pacht	/pɑχt/
pachten	/pɑχtən/
gepacht	/gəpɑχt/
päckelchen	/pækəlɕən/
päckelcher	/pækəlɕɐ/
packen	/pɑkən/
gepackt	/gəpɑkt/
packung	/pɑkuŋ/
packungen	/pɑkuŋən/
pacsen	/pɑkzən/
gepacst	/gəpɑkst/
pad	/paːt/
pied	/piət/
pädagog	/pɛːdaːχoːk/
pädagogen	/pɛːdaːχoːʁən/
pädagogesch	/pɛːdaːχoːʁəʃ/
pädagogik	/pɛːdaːχoːgik/
pädagogin	/pɛːdaːχoːgin/
pädagoginnen	/pɛːdaːχoːginən/
paddel	/pɑdəl/
paddelen	/pɑdələn/
paddelboot	/pɑdəlboːt/
paddelbooter	/pɑdəlboːtɐ/
gepaddelt	/gəpɑdəlt/
päerd	/pɛːɐt/
päerdchen	/pɛːɐtɕən/
päerdercher	/pɛːɐdɐɕɐ/
päerderchersspill	/pɛːɐdɐɕɐsʃpil/
päerderchersspiller	/pɛːɐdɐɕɐsʃpilɐ/
päerdsbier	/pɛːɐtsbiːɐ/
päerdsbieren	/pɛːɐtsbiːɐʀən/
päerdsfleesch	/pɛːɐtsfleːʃ/
päerdsmëscht	/pɛːɐtsməʃt/
päerdsrass	/pɛːɐtsʀɑs/
päerdsrassen	/pɛːɐtsʀɑsən/
päerdsschwanz	/pɛːɐtsʃwɑnts/
päerdsschwänz	/pɛːɐtsʃwænts/
päertchen	/pɛːɐtɕən/
päertercher	/pɛːɐtɐɕɐ/
paf	/paːf/
pafen	/paːfən/
pafeg	/paːfəɕ/
pafemillen	/paːfəmilən/
pafendall	/paːfəndɑl/
paff	/pɑf/
paffen	/pɑfən/
gepafft	/gəpɑft/
pai	/pɑɪ/
paien	/pɑɪən/
päif	/pæːɪf/
päifen	/pæːɪfən/
gepaff	/gəpɑf/
paillette	/pɑɪæt/
pailletten	/pɑɪætən/
päiperlek	/pæːɪpɐlek/
päiperleken	/pæːɪpɐlekən/
päischten	/pæːɪʃtən/
päischtrous	/pæːɪʃtʀəʊs/
päischtrousen	/pæːɪʃtʀəʊzən/
päischtvakanz	/pæːɪʃtvɑkɑnts/
päischtvakanzen	/pæːɪʃtvɑkɑntsən/
paiziedel	/pɑɪtsiədəl/
paiziedelen	/pɑɪtsiədələn/
pak	/paːk/
päck	/pæk/
paken	/paːkən/
gepaakt	/gəpɑɑkt/
pakistan	/paːkistaːn/
pakistaner	/paːkistaːnɐ/
pakistanerin	/paːkistaːnəʀin/
pakistanerinnen	/paːkistaːnəʀinən/
pakistanesch	/paːkistaːnəʃ/
pakpabeier	/paːkpɑbɑɪɐ/
pakt	/pɑkt/
pakten	/pɑktən/
palais	/pɑlɛː/
palaisen	/pɑlɛːən/
palästina	/pɑlæstinaː/
palästinenser	/pɑlæstinænzɐ/
palästinenserin	/pɑlæstinænzəʀin/
palästinenserinnen	/pɑlæstinænzəʀinən/
palästinensesch	/pɑlæstinænzəʃ/
palau	/pɑlɑʊ/
palauer	/pɑlɑʊɐ/
palauerin	/pɑlɑʊəʀin/
palauerinnen	/pɑlɑʊəʀinən/
palauesch	/pɑlɑʊəʃ/
palaver	/pɑlaːvɐ/
palaveren	/pɑlɑvæʀən/
palavert	/pɑlɑvɛːʀ/
palett	/pɑlæt/
paletten	/pɑlætən/
palette	/pɑlæt/
palier	/pɑlieː/
palieren	/pɑlieːən/
palissad	/pɑlisaːt/
palissaden	/pɑlisaːdən/
palissade	/pɑlisaːt/
pällem	/pæləm/
pällemsonndeg	/pæləmzondəɕ/
paltong	/pɑltoŋ/
paltongen	/pɑltoŋən/
paltongsrevers	/pɑltoŋsʀəvæʀs/
paltongsreversen	/pɑltoŋsʀəvɛʀzən/
paltongstäsch	/pɑltoŋʃtæʃ/
paltongstäschen	/pɑltoŋʃtæʃən/
paltongszéierei	/pɑltoŋstsɜɪəʀɑɪ/
pan	/paːn/
panen	/paːnən/
panaché	/pɑnɑʃeː/
panachéen	/pɑnɑʃeːən/
panama	/pɑnaːmaː/
panamaer	/pɑnaːmaɐ/
panamaerin	/pɑnaːmaəʀin/
panamaerinnen	/pɑnaːmaəʀinən/
panamaesch	/pɑnɑmaːəʃ/
panaschéieren	/pɑnɑʃɜɪəʀən/
panaschéiert	/pɑnɑʃɜɪɐt/
panéieren	/pɑnɜɪəʀən/
panéiert	/pɑnɜɪɐt/
panéiermiel	/pɑnɜɪɐmiəl/
panesch	/paːnəʃ/
panik	/paːnik/
panikéieren	/paːnikɜɪəʀən/
panikéiert	/paːnikɜɪɐt/
pann	/pɑn/
pannen	/pɑnən/
pännchen	/pænɕən/
pännercher	/pænɐɕɐ/
panne	/pɑnə/
panneau	/pɑnoː/
panneauen	/pɑnoːən/
pannespur	/pɑnəʃpuːʀ/
pannespuren	/pɑnəʃpuːʀən/
pannëspur	/pɑnəʃpuːʀ/
pannëspuren	/pɑnəʃpuːʀən/
panorama	/pɑnoʀɑmaː/
panoramaen	/pɑnoʀɑmaːən/
panschen	/pɑnʃən/
gepanscht	/gəpɑnʃt/
pantomime	/pɑntomim/
pantomimen	/pɑntomimən/
panz	/pɑnts/
pänz	/pænts/
pänzelchen	/pæntsəlɕən/
pänzelcher	/pæntsəlɕɐ/
panzer	/pɑntsɐ/
panzeren	/pɑntsəʀən/
panzerglas	/pɑntsɐglaːs/
panzerkasten	/pɑntsɐkɑstən/
panzrappecht	/pɑntsʀɑpəɕt/
panzrappechten	/pɑntsʀɑpəɕtən/
panzvollist	/pɑntsfolist/
panzvollisten	/pɑntsfolistən/
panzvollistin	/pɑntsfolistin/
panzvollistinnen	/pɑntsfolistinən/
pap	/paːp/
papagei	/pɑpɑgɑɪ/
papageien	/pɑpɑgɑɪən/
papeg	/paːpəɕ/
papen	/paːpən/
gepaapt	/gəpaːpt/
paperassen	/paːpəʀɑsən/
papeterie	/paːpətəʀiː/
papeterien	/paːpəteːʀjən/
papp	/pɑp/
pappen	/pɑpən/
pappa	/pɑpaː/
pappaen	/pɑpaːən/
pappendag	/pɑpəndaːχ/
pappereg	/pɑpəʀəɕ/
paprika	/pɑpʀikaː/
paprikaen	/pɑpʀikaːən/
papua	/pɑpuaː/
neuguinea	/nøːgineaː/
neuguineër	/nøːgineːɐ/
neuguineërin	/nøːgineːəʀin/
neuguineërinnen	/nøːgineːəʀinən/
neuguineësch	/nøːgineːəʃ/
papyrus	/pɑpiʀus/
papyrussen	/pɑpiʀusən/
par	/paːʀ/
paren	/paːʀən/
parachutist	/pɑʀɑχutist/
parachutisten	/pɑʀɑχutistən/
parachutistin	/pɑʀɑχutistin/
parachutistinnen	/pɑʀɑχutistinən/
parad	/pɑʀaːt/
paraden	/pɑʀaːdən/
paradäis	/pɑʀɑdæːɪs/
parade	/pɑʀaːt/
paradox	/pɑʀɑdoks/
paradoxen	/pɑʀɑdoksən/
paradoxal	/pɑʀɑdoksaːl/
paragraf	/pɑʀɑgʀaːf/
paragrafen	/pɑʀɑgʀaːfən/
paragraph	/pɑʀɑgʀaːf/
paragraphen	/pɑʀɑgʀaːfən/
paraguay	/pɑʀɑgaːiː/
paraguayer	/pɑʀɑgaːɑjeː/
paraguayerin	/pɑʀɑgaːiəʀin/
paraguayerinnen	/pɑʀɑgaːiəʀinən/
paraguayesch	/pɑʀɑgaːiəʃ/
paräis	/pɑʀæːɪs/
parallel	/pɑʀɑləl/
parallelklass	/pɑʀɑləlklɑs/
parallelklassen	/pɑʀɑləlklɑsən/
paralyséieren	/pɑʀaliːzɜɪəʀən/
paralyséiert	/pɑʀaliːzɜɪɐt/
parameter	/pɑʀɑmeːtɐ/
parameteren	/pɑʀɑmeːtəʀən/
paranoid	/pɑʀɑ̃ːwt/
paraph	/pɑʀaːf/
paraphen	/pɑʀaːfən/
paraphe	/pɑʀaːfə/
paraphéieren	/pɑʀaːfɜɪəʀən/
paraphéiert	/pɑʀaːfɜɪɐt/
parasit	/pɑʀɑzit/
parasitten	/pɑʀaːsitən/
parat	/pɑʀaːt/
paravent	/pɑʀɑvɑ̃ː/
paraventen	/pɑʀɑvɑ̃ːən/
parcours	/pɑʀkuːɐ/
parcoursen	/pɑʀkuːəʀən/
pardon	/pɑʀdɑ̃ː/
pardong	/pɑʀdoŋ/
parechoc	/paːʀʃok/
parechocken	/paːʀʃokən/
paréck	/pɑʀek/
parécken	/pɑʀekən/
paréieren	/pɑʀɜɪəʀən/
paréiert	/pɑʀɜɪɐt/
pärel	/pɛːʀəl/
pärelen	/pɛːʀələn/
pärelchen	/pɛːʀəlɕən/
pärelcher	/pɛːʀəlɕɐ/
gepärelt	/gəpɛːʀəlt/
pärelsketten	/pɛːʀəlskætən/
parfum	/pɑʀfum/
parfumen	/pɑʀfumən/
parfüméieren	/pɑʀfymɜɪəʀən/
parfüméiert	/pɑʀfymɜɪɐt/
parfuméieren	/pɑʀfumɜɪəʀən/
parfuméiert	/pɑʀfumɜɪɐt/
parfümerie	/pɑʀfyməʀiː/
parfümerien	/pɑʀfyməʀiːən/
parfumerie	/pɑʀfuməʀiː/
parfumerien	/pɑʀfuməʀiːən/
paritéit	/pɑʀitɜɪt/
park	/pɑʀk/
parken	/pɑʀkən/
parkauer	/pɑʀkɑʊɐ/
parkaueren	/pɑʀkɑʊəʀən/
geparkt	/gəpɑʀkt/
parkhaus	/pɑʀkhæːʊs/
parkhaiser	/pɑʀkhɑɪzɐ/
parking	/pɑʀkiŋ/
parkingen	/pɑʀkiŋən/
parkplaz	/pɑʀkplaːts/
parkplazen	/pɑʀkplaːtsən/
parkscheif	/pɑʀkʃɑɪf/
parkscheiwen	/pɑʀkʃɑɪvən/
parkticket	/pɑʀktikeː/
parkticketen	/pɑʀktikeːən/
parkzäit	/pɑʀktsæːɪt/
parlament	/pɑʀlaːmænt/
parlamenter	/pɑʀlaːmæntɐ/
parlamentaresch	/pɑʀlaːmæntaːʀəʃ/
parlamentswahl	/pɑʀlaːmæntsvaːl/
parlamentswahlen	/pɑʀlaːmæntsvaːlən/
parlamentswal	/pɑʀlaːmæntsvaːl/
parlamentswalen	/pɑʀlaːmæntsvaːlən/
parodéieren	/pɑʀodɜɪəʀən/
parodéiert	/pɑʀodɜɪɐt/
parodie	/pɑʀoːdiː/
parodien	/pɑʀoːdiːən/
parol	/pɑʀoːl/
parolen	/pɑʀoːlən/
parquet	/pɑʀkeː/
